,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
622,1,3,male,Adult,1,1,Cheap,C
623,0,3,male,Adult,0,0,Cheap,S
624,0,3,male,Adult,0,0,Cheap,S
625,0,1,male,Adult,0,0,Medium,S
626,0,2,male,Adult,0,0,Cheap,Q
627,1,1,female,Adult,0,0,Medium,S
628,0,3,male,Adult,0,0,Cheap,S
629,0,3,male,missing,0,0,Cheap,Q
630,1,1,male,Elderly,0,0,Medium,S
631,0,3,male,Adult,0,0,Cheap,S
632,1,1,male,Adult,0,0,Medium,C
633,0,1,male,missing,0,0,missing,S
634,0,3,female,Child,3,2,Medium,S
635,1,2,female,Adult,0,0,Cheap,S
636,0,3,male,Adult,0,0,Cheap,S
637,0,2,male,Adult,1,1,Medium,S
638,0,3,female,Adult,0,5,Medium,S
639,0,3,male,missing,1,0,Cheap,S
640,0,3,male,Adult,0,0,Cheap,S
641,1,1,female,Adult,0,0,Medium,C
642,0,3,female,Baby,3,2,Medium,S
643,1,3,male,missing,0,0,Medium,S
644,1,3,female,Baby,2,1,Cheap,C
645,1,1,male,Adult,1,0,Medium,C
646,0,3,male,Adult,0,0,Cheap,S
647,1,1,male,Adult,0,0,Medium,C
648,0,3,male,missing,0,0,Cheap,S
649,1,3,female,Adult,0,0,Cheap,S
650,0,3,male,missing,0,0,Cheap,S
651,1,2,female,Adult,0,1,Medium,S
652,0,3,male,Adult,0,0,Cheap,S
653,1,3,female,missing,0,0,Cheap,Q
654,0,3,female,Adult,0,0,Cheap,Q
655,0,2,male,Adult,2,0,Medium,S
656,0,3,male,missing,0,0,Cheap,S
657,0,3,female,Adult,1,1,Cheap,Q
658,0,2,male,Adult,0,0,Cheap,S
659,0,1,male,Adult,0,2,Pricey,C
660,1,1,male,Adult,2,0,Pricey,S
661,0,3,male,Adult,0,0,Cheap,C
662,0,1,male,Adult,0,0,Medium,S
663,0,3,male,Adult,0,0,Cheap,S
664,1,3,male,Adult,1,0,Cheap,S
665,0,2,male,Adult,2,0,Medium,S
666,0,2,male,Adult,0,0,Cheap,S
667,0,3,male,missing,0,0,Cheap,S
668,0,3,male,Adult,0,0,Cheap,S
669,1,1,female,missing,1,0,Medium,S
670,1,2,female,Adult,1,1,Medium,S
671,0,1,male,Adult,1,0,Medium,S
672,0,2,male,Elderly,0,0,Cheap,S
673,1,2,male,Adult,0,0,Cheap,S
674,0,2,male,missing,0,0,missing,S
675,0,3,male,Adult,0,0,Cheap,S
676,0,3,male,Adult,0,0,Cheap,S
677,1,3,female,Adult,0,0,Cheap,S
678,0,3,female,Adult,1,6,Medium,S
679,1,1,male,Adult,0,1,Pricey,C
680,0,3,female,missing,0,0,Cheap,Q
681,1,1,male,Adult,0,0,Medium,C
682,0,3,male,Adult,0,0,Cheap,S
683,0,3,male,Child,5,2,Medium,S
684,0,2,male,Adult,1,1,Medium,S
685,0,2,male,Adult,1,2,Medium,C
686,0,3,male,Child,4,1,Medium,S
687,0,3,male,Adult,0,0,Cheap,S
688,0,3,male,Adult,0,0,Cheap,S
689,1,1,female,Child,0,1,Pricey,S
690,1,1,male,Adult,1,0,Medium,S
691,1,3,female,Child,0,1,Cheap,C
692,1,3,male,missing,0,0,Medium,S
693,0,3,male,Adult,0,0,Cheap,C
694,0,1,male,Adult,0,0,Medium,S
695,0,2,male,Adult,0,0,Cheap,S
696,0,3,male,Adult,0,0,Cheap,S
697,1,3,female,missing,0,0,Cheap,Q
698,0,1,male,Adult,1,1,Pricey,C
699,0,3,male,Adult,0,0,Cheap,S
700,1,1,female,Adult,1,0,Pricey,C
701,1,1,male,Adult,0,0,Medium,S
702,0,3,female,Adult,0,1,Cheap,C
703,0,3,male,Adult,0,0,Cheap,Q
704,0,3,male,Adult,1,0,Cheap,S
705,0,2,male,Adult,0,0,Medium,S
706,1,2,female,Adult,0,0,Cheap,S
707,1,1,male,Adult,0,0,Medium,S
708,1,1,female,Adult,0,0,Pricey,S
709,1,3,male,missing,1,1,Cheap,C
710,1,1,female,Adult,0,0,Medium,C
711,0,1,male,missing,0,0,Medium,S
712,1,1,male,Adult,1,0,Medium,S
713,0,3,male,Adult,0,0,Cheap,S
714,0,2,male,Adult,0,0,Cheap,S
715,0,3,male,Adult,0,0,Cheap,S
716,1,1,female,Adult,0,0,Pricey,C
717,1,2,female,Adult,0,0,Cheap,S
718,0,3,male,missing,0,0,Cheap,Q
719,0,3,male,Adult,0,0,Cheap,S
720,1,2,female,Child,0,1,Medium,S
721,0,3,male,Child,1,0,Cheap,S
722,0,2,male,Adult,0,0,Cheap,S
723,0,2,male,Adult,0,0,Cheap,S
724,1,1,male,Adult,1,0,Medium,S
725,0,3,male,Adult,0,0,Cheap,S
726,1,2,female,Adult,3,0,Medium,S
727,1,3,female,missing,0,0,Cheap,Q
728,0,2,male,Adult,1,0,Medium,S
729,0,3,female,Adult,1,0,Cheap,S
730,1,1,female,Adult,0,0,Pricey,S
731,0,3,male,Child,0,0,Cheap,C
732,0,2,male,missing,0,0,missing,S
733,0,2,male,Adult,0,0,Cheap,S
734,0,2,male,Adult,0,0,Cheap,S
735,0,3,male,Adult,0,0,Cheap,S
736,0,3,female,Adult,1,3,Medium,S
737,1,1,male,Adult,0,0,Pricey,C
738,0,3,male,missing,0,0,Cheap,S
739,0,3,male,missing,0,0,Cheap,S
740,1,1,male,missing,0,0,Medium,S
741,0,1,male,Adult,1,0,Medium,S
742,1,1,female,Adult,2,2,Pricey,C
743,0,3,male,Adult,1,0,Cheap,S
744,1,3,male,Adult,0,0,Cheap,S
745,0,1,male,Elderly,1,1,Medium,S
746,0,3,male,Child,1,1,Medium,S
747,1,2,female,Adult,0,0,Cheap,S
748,0,1,male,Adult,1,0,Medium,S
749,0,3,male,Adult,0,0,Cheap,Q
750,1,2,female,Child,1,1,Medium,S
751,1,3,male,Child,0,1,Cheap,S
752,0,3,male,Adult,0,0,Cheap,S
753,0,3,male,Adult,0,0,Cheap,S
754,1,2,female,Adult,1,2,Medium,S
755,1,2,male,Baby,1,1,Cheap,S
756,0,3,male,Adult,0,0,Cheap,S
757,0,2,male,Adult,0,0,Cheap,S
758,0,3,male,Adult,0,0,Cheap,S
759,1,1,female,Adult,0,0,Medium,S
760,0,3,male,missing,0,0,Cheap,S
761,0,3,male,Adult,0,0,Cheap,S
762,1,3,male,Adult,0,0,Cheap,C
763,1,1,female,Adult,1,2,Pricey,S
764,0,3,male,Child,0,0,Cheap,S
765,1,1,female,Adult,1,0,Medium,S
766,0,1,male,missing,0,0,Medium,C
767,0,3,female,Adult,0,0,Cheap,Q
768,0,3,male,missing,1,0,Medium,Q
769,0,3,male,Adult,0,0,Cheap,S
770,0,3,male,Adult,0,0,Cheap,S
771,0,3,male,Adult,0,0,Cheap,S
772,0,2,female,Adult,0,0,Cheap,S
773,0,3,male,missing,0,0,Cheap,C
774,1,2,female,Adult,1,3,Medium,S
775,0,3,male,Adult,0,0,Cheap,S
776,0,3,male,missing,0,0,Cheap,Q
777,1,3,female,Child,0,0,Cheap,S
778,0,3,male,missing,0,0,Cheap,Q
779,1,1,female,Adult,0,1,Pricey,S
780,1,3,female,Child,0,0,Cheap,C
781,1,1,female,Child,1,0,Medium,S
782,0,1,male,Adult,0,0,Medium,S
783,0,3,male,missing,1,2,Medium,S
784,0,3,male,Adult,0,0,Cheap,S
785,0,3,male,Adult,0,0,Cheap,S
786,1,3,female,Adult,0,0,Cheap,S
787,0,3,male,Child,4,1,Medium,Q
788,1,3,male,Baby,1,2,Medium,S
789,0,1,male,Adult,0,0,Medium,C
790,0,3,male,missing,0,0,Cheap,Q
791,0,2,male,Child,0,0,Medium,S
792,0,3,female,missing,8,2,Medium,S
793,0,1,male,missing,0,0,Medium,C
794,0,3,male,Adult,0,0,Cheap,S
795,0,2,male,Adult,0,0,Cheap,S
796,1,1,female,Adult,0,0,Medium,S
797,1,3,female,Adult,0,0,Cheap,S
798,0,3,male,Adult,0,0,Cheap,C
799,0,3,female,Adult,1,1,Medium,S
800,0,2,male,Adult,0,0,Cheap,S
801,1,2,female,Adult,1,1,Medium,S
802,1,1,male,Child,1,2,Pricey,S
803,1,3,male,Baby,0,1,Cheap,C
804,1,3,male,Adult,0,0,Cheap,S
805,0,3,male,Adult,0,0,Cheap,S
806,0,1,male,Adult,0,0,missing,S
807,0,3,female,Adult,0,0,Cheap,S
808,0,2,male,Adult,0,0,Cheap,S
809,1,1,female,Adult,1,0,Medium,S
810,0,3,male,Adult,0,0,Cheap,S
811,0,3,male,Adult,0,0,Medium,S
812,0,2,male,Adult,0,0,Cheap,S
813,0,3,female,Child,4,2,Medium,S
814,0,3,male,Adult,0,0,Cheap,S
815,0,1,male,missing,0,0,missing,S
816,0,3,female,Adult,0,0,Cheap,S
817,0,2,male,Adult,1,1,Medium,C
818,0,3,male,Adult,0,0,Cheap,S
819,0,3,male,Child,3,2,Medium,S
820,1,1,female,Adult,1,1,Medium,S
821,1,3,male,Adult,0,0,Cheap,S
822,0,1,male,Adult,0,0,missing,S
823,1,3,female,Adult,0,1,Cheap,S
824,0,3,male,Baby,4,1,Medium,S
825,0,3,male,missing,0,0,Cheap,Q
826,0,3,male,missing,0,0,Medium,S
827,1,2,male,Baby,0,2,Medium,C
828,1,3,male,missing,0,0,Cheap,Q
829,1,1,female,Adult,0,0,Medium,S
830,1,3,female,Child,1,0,Cheap,C
831,1,2,male,Baby,1,1,Cheap,S
832,0,3,male,missing,0,0,Cheap,C
833,0,3,male,Adult,0,0,Cheap,S
834,0,3,male,Adult,0,0,Cheap,S
835,1,1,female,Adult,1,1,Medium,C
836,0,3,male,Adult,0,0,Cheap,S
837,0,3,male,missing,0,0,Cheap,S
838,1,3,male,Adult,0,0,Medium,S
839,1,1,male,missing,0,0,Medium,C
840,0,3,male,Adult,0,0,Cheap,S
841,0,2,male,Child,0,0,Cheap,S
842,1,1,female,Adult,0,0,Medium,C
843,0,3,male,Adult,0,0,Cheap,C
844,0,3,male,Child,0,0,Cheap,S
845,0,3,male,Adult,0,0,Cheap,S
846,0,3,male,missing,8,2,Medium,S
847,0,3,male,Adult,0,0,Cheap,C
848,0,2,male,Adult,0,1,Medium,S
849,1,1,female,missing,1,0,Medium,C
850,0,3,male,Child,4,2,Medium,S
851,0,3,male,Elderly,0,0,Cheap,S
852,0,3,female,Child,1,1,Cheap,C
853,1,1,female,Child,0,1,Medium,S
854,0,2,female,Adult,1,0,Medium,S
855,1,3,female,Adult,0,1,Cheap,S
856,1,1,female,Adult,1,1,Pricey,S
857,1,1,male,Adult,0,0,Medium,S
858,1,3,female,Adult,0,3,Cheap,C
859,0,3,male,missing,0,0,Cheap,C
860,0,3,male,Adult,2,0,Cheap,S
861,0,2,male,Adult,1,0,Cheap,S
862,1,1,female,Adult,0,0,Medium,S
863,0,3,female,missing,8,2,Medium,S
864,0,2,male,Adult,0,0,Cheap,S
865,1,2,female,Adult,0,0,Cheap,S
866,1,2,female,Adult,1,0,Cheap,C
867,0,1,male,Adult,0,0,Medium,S
868,0,3,male,missing,0,0,Cheap,S
869,1,3,male,Child,1,1,Cheap,S
870,0,3,male,Adult,0,0,Cheap,S
871,1,1,female,Adult,1,1,Medium,S
872,0,1,male,Adult,0,0,Cheap,S
873,0,3,male,Adult,0,0,Cheap,S
874,1,2,female,Adult,1,0,Medium,C
875,1,3,female,Child,0,0,Cheap,C
876,0,3,male,Adult,0,0,Cheap,S
877,0,3,male,Adult,0,0,Cheap,S
878,0,3,male,missing,0,0,Cheap,S
879,1,1,female,Adult,0,1,Medium,C
880,1,2,female,Adult,0,1,Medium,S
881,0,3,male,Adult,0,0,Cheap,S
882,0,3,female,Adult,0,0,Cheap,S
883,0,2,male,Adult,0,0,Cheap,S
884,0,3,male,Adult,0,0,Cheap,S
885,0,3,female,Adult,0,5,Medium,Q
886,0,2,male,Adult,0,0,Cheap,S
887,1,1,female,Adult,0,0,Medium,S
888,0,3,female,missing,1,2,Medium,S
889,1,1,male,Adult,0,0,Medium,C
890,0,3,male,Adult,0,0,Cheap,Q
