Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Carsten Görg,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,9.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Nan Cao,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,4.0,20.0,6.0,0.0,6.0,1.0,13.0,-1.0,-1.0,-1.0,-1.0
Hendrik Strobelt,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,21.0,7.0,-1.0,-1.0,-1.0,8.0,16.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
Aidan Slingsby,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,12.0,10.0,2.0,12.0,17.0,28.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Jens H. Krüger,-1.0,-1.0,-1.0,0.0,16.0,16.0,-1.0,-1.0,17.0,14.0,16.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Junpeng Wang,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,18.0,1.0,1.0,14.0,-1.0,-1.0
David Gotz,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,17.0,2.0,17.0,24.0,2.0,4.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.0,15.0,-1.0
John T. Stasko,-1.0,-1.0,7.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,9.0,0.0,4.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,15.0,-1.0,4.0,-1.0
Umeshwar Dayal,-1.0,8.0,-1.0,-1.0,-1.0,4.0,7.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Denis Gracanin,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.0,15.0,15.0,-1.0,-1.0,-1.0,-1.0,16.0,27.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Chris North 0001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.0,17.0,28.0,-1.0,-1.0,-1.0,9.0,-1.0,-1.0
Kresimir Matkovic,-1.0,-1.0,0.0,10.0,17.0,7.0,-1.0,-1.0,15.0,15.0,15.0,-1.0,-1.0,-1.0,-1.0,16.0,27.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Xiaoru Yuan,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,11.0,2.0,9.0,11.0,-1.0,-1.0,-1.0,-1.0,-1.0
Yvonne Jansen,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,12.0,1.0,12.0,21.0,-1.0,-1.0,-1.0,-1.0
Martin Isenburg,-1.0,3.0,-1.0,2.0,-1.0,-1.0,0.0,12.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Filip Sadlo,-1.0,-1.0,-1.0,-1.0,9.0,14.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,21.0,19.0,18.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Soon Tee Teoh,-1.0,-1.0,5.0,4.0,5.0,12.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Xumeng Wang,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,4.0,6.0,13.0,0.0
Juri Buchmüller,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,19.0,26.0,-1.0,-1.0,-1.0,-1.0,3.0,8.0,17.0,-1.0,-1.0
Halldór Janetzko,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,21.0,7.0,-1.0,-1.0,1.0,25.0,32.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Brian D. Fisher,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,9.0,8.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Ali Sarvghad,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.0,5.0,17.0,12.0,20.0,-1.0,-1.0
Niklas Elmqvist,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,9.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Liang Gou,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,0.0,6.0,-1.0,1.0,1.0,14.0,-1.0,-1.0
Mennatallah El-Assady,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,7.0,16.0,11.0,-1.0
Rainer Wegenkittl,3.0,5.0,0.0,6.0,2.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Elizabeth G. Hetzler,-1.0,6.0,11.0,14.0,7.0,6.0,18.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Arvind Satyanarayan,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,14.0,-1.0,0.0,13.0,9.0,-1.0
Wenchao Wu,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,21.0,26.0,13.0,-1.0,-1.0,-1.0,-1.0
Jian Zhao 0010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,2.0,6.0,6.0,0.0,6.0,7.0,20.0,20.0,4.0,12.0,8.0
Michael Behrisch 0001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,-1.0,-1.0,-1.0,6.0,1.0,3.0,8.0,18.0,16.0,-1.0
Frank van Ham,-1.0,10.0,2.0,7.0,3.0,11.0,2.0,-1.0,10.0,0.0,20.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Yun Wang 0012,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,1.0,1.0,1.0
Stefan Bruckner,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,20.0,11.0,4.0,23.0,23.0,-1.0,-1.0,-1.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
T. J. Jankun-Kelly,4.0,4.0,5.0,4.0,5.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Honghui Mei,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,8.0,4.0,6.0,13.0,-1.0
Harish Doraiswamy,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,15.0,7.0,11.0,9.0,-1.0,5.0,-1.0,-1.0,-1.0
Philipp Muigg,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,19.0,10.0,-1.0,-1.0,6.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Wolfgang Freiler,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.0,15.0,15.0,-1.0,13.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Klaus Engel,1.0,9.0,4.0,3.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Ali K. Al-Awami,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.0,16.0,-1.0,-1.0,10.0,15.0,18.0,-1.0,-1.0,-1.0
Michael Bostock,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,5.0,8.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Robert Kosara,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0
Wesley Willett,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,12.0,21.0,-1.0,-1.0,-1.0,-1.0
Thomas Theußl,-1.0,2.0,0.0,6.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Daniel A. Keim,-1.0,8.0,9.0,13.0,14.0,4.0,7.0,4.0,18.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Dominik Jäckle,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.0,3.0,8.0,17.0,-1.0,-1.0
Alexander Lex,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.0,21.0,3.0,0.0,24.0,31.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Carlos Scheidegger,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,23.0,-1.0,-1.0,-1.0,-1.0,9.0,21.0,30.0,-1.0,-1.0,-1.0,7.0,14.0,-1.0
Marian Dörk,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,0.0,-1.0,-1.0,2.0,14.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Zhicheng Liu,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,9.0,0.0,4.0,2.0,-1.0,-1.0,4.0,12.0,-1.0,13.0,17.0,24.0,-1.0,-1.0
Gerik Scheuermann,-1.0,-1.0,6.0,11.0,-1.0,5.0,13.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Xiaoming Wei,-1.0,11.0,-1.0,9.0,11.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Peter Rautek,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.0,6.0,20.0,11.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,-1.0,-1.0,-1.0,10.0,-1.0,-1.0
Arjun Srinivasan,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,15.0,0.0,6.0,2.0
Helwig Hauser,3.0,5.0,0.0,10.0,17.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Dirk J. Lehmann,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,19.0,11.0,15.0,22.0,10.0,19.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0
Michael Sedlmair,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,5.0,26.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Klaus Mueller 0001,10.0,2.0,-1.0,-1.0,-1.0,2.0,16.0,-1.0,6.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alvitta Ottley,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,19.0,3.0,20.0,29.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Mengchen Liu,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,6.0,23.0,7.0,-1.0,-1.0,-1.0,-1.0
Lujin Wang,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,16.0,-1.0,6.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
David S. Ebert,0.0,12.0,13.0,-1.0,13.0,8.0,19.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Pak Chung Wong,2.0,13.0,14.0,-1.0,7.0,6.0,18.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Petra Isenberg,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,3.0,0.0,7.0,14.0,2.0,2.0,6.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Thomas Ertl,1.0,9.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Aritra Dasgupta,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,3.0,3.0,-1.0,15.0,7.0,11.0,2.0,-1.0,13.0,21.0,-1.0,-1.0
Peer-Timo Bremer,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,6.0,22.0,-1.0,-1.0,-1.0,18.0,-1.0,-1.0,-1.0,14.0,14.0,22.0,-1.0,-1.0
Udeepta Bordoloi,-1.0,-1.0,-1.0,-1.0,12.0,0.0,6.0,16.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Jeffrey Heer,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,5.0,8.0,20.0,-1.0,-1.0,4.0,12.0,8.0,24.0,-1.0,-1.0,-1.0,-1.0
Bilal Alsallakh,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.0,24.0,8.0,16.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
Markus Hadwiger,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,19.0,10.0,-1.0,-1.0,6.0,13.0,16.0,-1.0,-1.0,10.0,15.0,18.0,10.0,-1.0,-1.0
Peter Filzmoser,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.0,23.0,-1.0,8.0,24.0,28.0,-1.0,-1.0,-1.0,-1.0,-1.0
Conglei Shi,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,5.0,4.0,0.0,6.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Roger Beecham,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,6.0,-1.0,10.0,20.0,23.0,-1.0,-1.0,-1.0,-1.0
Theresa-Marie Rhyne,13.0,14.0,-1.0,-1.0,1.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Lauren Bradel,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.0,17.0,28.0,-1.0,-1.0,-1.0,9.0,-1.0,-1.0
Benjamin Schindler,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,6.0,16.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Steven Bergner,-1.0,-1.0,0.0,6.0,1.0,-1.0,11.0,19.0,28.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Christian Tominski,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,25.0,1.0,18.0,26.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Caroline Ziemkiewicz,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,3.0,3.0,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Thomas Schultz 0001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.0,7.0,21.0,9.0,-1.0,-1.0,-1.0,9.0,21.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Connor Gramazio,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,19.0,3.0,-1.0,5.0,-1.0,5.0,-1.0,-1.0,-1.0,-1.0
Kuno Kurzhals,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,23.0,6.0,8.0,19.0,22.0,-1.0,-1.0,-1.0,-1.0
Ross Maciejewski,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,9.0,8.0,21.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Jorge Poco,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,15.0,7.0,11.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0
Attila Gyulassy,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,4.0,6.0,22.0,-1.0,-1.0,-1.0,18.0,9.0,2.0,15.0,14.0,14.0,22.0,-1.0,-1.0
Stephen C. North,-1.0,-1.0,9.0,13.0,14.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.0,30.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Thomas Butkiewicz,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.0,19.0,3.0,-1.0,-1.0,-1.0,-1.0,22.0,22.0,27.0,-1.0,-1.0,-1.0,-1.0,-1.0
Harlan Foote,2.0,13.0,14.0,-1.0,7.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Greg Turk,-1.0,-1.0,7.0,7.0,3.0,11.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Daniela Oelke,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,18.0,3.0,21.0,7.0,-1.0,-1.0,-1.0,8.0,16.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
Christopher R. Johnson 0001,1.0,9.0,-1.0,-1.0,8.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,4.0
Tobias Schreck,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,18.0,16.0,-1.0
Nadia Boukhelifa,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,2.0,2.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Johanna Beyer,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,19.0,10.0,14.0,24.0,6.0,13.0,16.0,-1.0,-1.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0
Michael Glueck,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,7.0,20.0,20.0,-1.0,-1.0,-1.0
Yalong Yang 0001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,16.0,4.0,-1.0,5.0,-1.0,-1.0
Zuchao Wang,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,2.0,9.0,11.0,-1.0,-1.0,-1.0,-1.0,-1.0
Takanori Fujiwara,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4.0,12.0,8.0
Ye Zhao 0004,-1.0,-1.0,-1.0,9.0,11.0,2.0,16.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Jens Schneider 0002,-1.0,-1.0,-1.0,0.0,16.0,16.0,-1.0,-1.0,17.0,-1.0,14.0,24.0,-1.0,-1.0,-1.0,-1.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
James Abello,-1.0,-1.0,-1.0,-1.0,3.0,11.0,2.0,-1.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Jagoda Walny,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,6.0,-1.0,-1.0,-1.0,-1.0,12.0,-1.0,-1.0,-1.0
Lane Harrison,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,3.0,19.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,6.0
Jia-Kai Chou,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,4.0,4.0,12.0,-1.0
Anastasia Bezerianos,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,24.0,0.0,14.0,2.0,2.0,6.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0
Michelle X. Zhou,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,17.0,2.0,17.0,24.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Jo Wood,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,12.0,10.0,2.0,2.0,6.0,-1.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Soumya Dutta,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.0,7.0,18.0,16.0,11.0,19.0,-1.0,-1.0
Peter Bak,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,3.0,21.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Daniel Weiskopf,-1.0,-1.0,4.0,3.0,6.0,3.0,17.0,-1.0,-1.0,4.0,17.0,15.0,-1.0,10.0,23.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Holger Theisel,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.0,7.0,21.0,10.0,19.0,11.0,15.0,22.0,10.0,19.0,25.0,18.0,19.0,25.0,-1.0,-1.0
Wei Zeng 0004,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,3.0,1.0,1.0,-1.0
Matthew Brehmer,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,5.0,26.0,-1.0,-1.0,2.0,0.0,13.0,9.0,-1.0
Tanja Blascheck,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,23.0,14.0,22.0,6.0,-1.0,-1.0,-1.0,-1.0
Benjamin Bach,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,6.0,1.0,3.0,8.0,-1.0,-1.0,-1.0
